#input_bin	species	SGB	ave_dist
ID_1935528_bin.50	Prevotella_salivae	SGB1522	0.026161107
ID_1940414_bin.31	Prevotella_salivae	SGB1522	0.027832125
D166_Untreated_bin.31	Prevotella_salivae	SGB1522	0.027687555
ID_1837089_A_bin.3	Prevotella_salivae	SGB1522	0.026535873
ID_1786437_A_bin.28	Prevotella_salivae	SGB1522	0.028360321
ID_1924430_bin.12	Prevotella_salivae	SGB1522	0.029760642
ID_1866127_bin.19	Prevotella_salivae	SGB1522	0.028434545
C147_R_Control_bin.39	Prevotella_salivae	SGB1522	0.030312076
ID_1823249_A_bin.4	Prevotella_salivae	SGB1522	0.029640097
ID_1928254_bin.52	Prevotella_salivae	SGB1522	0.027375532
ID_1935110_bin.51	Prevotella_salivae	SGB1522	0.026672473
ID_1676542_bin.46	Prevotella_salivae	SGB1522	0.029381906
ID_1802801_bin.52	Prevotella_salivae	SGB1522	0.027453958
ID_1908773_bin.45	Prevotella_salivae	SGB1522	0.029279641
ID_1810105_A_bin.64	Prevotella_salivae	SGB1522	0.027505315
ID_1821208_A_bin.39	Prevotella_salivae	SGB1522	0.027125948
ID_1903009_bin.4	Prevotella_salivae	SGB1522	0.028456875
ID_1918977_A_bin.3	Prevotella_salivae	SGB1522	0.027690115
ID_1888352_bin.47	Prevotella_salivae	SGB1522	0.026807082
ID_1703701_bin.54	Prevotella_salivae	SGB1522	0.027852589
ID_1850511_bin.18	Prevotella_salivae	SGB1522	0.029008732
ID_1930802_bin.15	Prevotella_salivae	SGB1522	0.027575482
ID_1937402_bin.28	Pyramidobacter_piscolens	SGB15497	0.016544051
D86_Untreated_bin.55	Rothia_mucilaginosa	SGB16986	0.038591093
ID_1937402_bin.43	Rothia_mucilaginosa	SGB16975	0.044311985
D158_M_Treated_bin.42	Rothia_mucilaginosa	SGB16975	0.043483185
ID_1821208_B_bin.25	Rothia_mucilaginosa	SGB16986	0.038364642
ID_1786437_B_bin.38	Rothia_mucilaginosa	SGB16986	0.029856492
C51_S_Control_bin.71	Rothia_mucilaginosa	SGB16986	0.036370515
D182_Untreated_bin.43	Rothia_mucilaginosa	SGB16986	0.035619712
ID_1837089_A_bin.31	Rothia_mucilaginosa	SGB16986	0.034640002
D145_Untreated_bin.7	Rothia_mucilaginosa	SGB16986	0.035611927
ID_1888352_bin.16	Rothia_mucilaginosa	SGB16986	0.037957566
C145_R_Control_bin.46	Rothia_mucilaginosa	SGB16975	0.040938574
ID_1935110_bin.45	Rothia_mucilaginosa	SGB16975	0.042662589
D69_Untreated_bin.15	Rothia_mucilaginosa	SGB16986	0.036150886
ID_1909554_A_bin.69	Rothia_mucilaginosa	SGB16986	0.036263625
ID_1873920_bin.54	Rothia_mucilaginosa	SGB16986	0.037684546
D179_Untreated_bin.3	Rothia_mucilaginosa	SGB16986	0.041309971
D60_Untreated_bin.65	Rothia_mucilaginosa	SGB16986	0.036792722
ID_1881964_bin.21	Rothia_mucilaginosa	SGB16986	0.030141902
D158_Untreated_bin.18	Rothia_mucilaginosa	SGB16986	0.036089159
ID_1843492_A_bin.22	Rothia_mucilaginosa	SGB16975	0.043238186
ID_1879757_bin.30	Rothia_mucilaginosa	SGB16986	0.033768814
ID_1897464_bin.36	Rothia_mucilaginosa	SGB16975	0.040755876
ID_1369751_bin.3	Rothia_mucilaginosa	SGB16986	0.035688781
ID_1810105_B_bin.49	Rothia_mucilaginosa	SGB16986	0.035971314
D41_Untreated_bin.39	Rothia_mucilaginosa	SGB16986	0.033912676
ID_1790780_bin.41	Rothia_mucilaginosa	SGB16986	0.035588327
D118_Untreated_bin.26	Rothia_mucilaginosa	SGB16986	0.038981742
ID_1345909_bin.11	Rothia_mucilaginosa	SGB16986	0.029899354
ID_1870580_bin.30	Rothia_mucilaginosa	SGB16986	0.036020486
ID_1854510_bin.5	Rothia_mucilaginosa	SGB16986	0.034309963
ID_1898160_bin.48	Rothia_mucilaginosa	SGB16986	0.03497608
ID_1837089_A_bin.35	Scardovia_wiggsiae	SGB15494	0.029777609
D8_N_Treated_bin.72	Scardovia_wiggsiae	SGB15494	0.026953445
ID_1924430_bin.45	Scardovia_wiggsiae	SGB15494	0.025772982
D157_N_Treated_bin.44	Scardovia_wiggsiae	SGB15494	0.031767082
ID_1881964_bin.26	Scardovia_wiggsiae	SGB15494	0.0302582
D179_Untreated_bin.41	Scardovia_wiggsiae	SGB15494	0.027178009
D104_Untreated_bin.61	Scardovia_wiggsiae	SGB15494	0.027106536
D130_Untreated_bin.57	Scardovia_wiggsiae	SGB15494	0.029212536
ID_1926378_bin.37	Scardovia_wiggsiae	SGB15494	0.030802464
ID_1521973_bin.6	Scardovia_wiggsiae	SGB15494	0.029337009
D50_M_Treated_bin.32	Scardovia_wiggsiae	SGB15494	0.030840064
C18_Control_bin.39	Scardovia_wiggsiae	SGB15494	0.028918118
ID_1873920_bin.49	Scardovia_wiggsiae	SGB15494	0.026869591
ID_1906007_bin.54	Scardovia_wiggsiae	SGB15494	0.029865573
ID_1790780_bin.33	Scardovia_wiggsiae	SGB15494	0.032013109
ID_1751896_bin.49	Scardovia_wiggsiae	SGB15494	0.027984882
ID_1786951_bin.15	Scardovia_wiggsiae	SGB15494	0.026505173
ID_1829217_bin.20	Scardovia_wiggsiae	SGB15494	0.027836345
ID_1836373_bin.8	Solobacterium_SGB6833	SGB6833	0.030717271
ID_1832753_bin.62	Solobacterium_SGB6833	SGB6833	0.034523224
ID_1786951_bin.5	Streptococcus_anginosus	SGB8028	0.036909484
ID_1810105_B_bin.34	Streptococcus_anginosus	SGB8028	0.038527389
ID_1873920_bin.24	Streptococcus_anginosus	SGB8027	0.039749575
ID_1902316_bin.39	Streptococcus_anginosus	SGB8027	0.036845606
D190_Untreated_bin.33	Streptococcus_anginosus	SGB8027	0.034625477
C14_Control_bin.18	Streptococcus_anginosus	SGB8027	0.034334488
D57_Untreated_bin.20	Streptococcus_anginosus	SGB8028	0.038736387
ID_1786437_A_bin.20	Streptococcus_constellatus	SGB8026	0.025727178
ID_1928263_bin.9	Streptococcus_constellatus	SGB8026	0.024761237
ID_1770309_bin.32	Streptococcus_constellatus	SGB8026	0.02397687
ID_1345909_bin.6	Streptococcus_constellatus	SGB8026	0.028562637
D121_Untreated_bin.54	Streptococcus_cristatus	SGB8031	0.054035971
C1_Control_bin.38	Streptococcus_cristatus	SGB8031	0.055559279
C104_R_Control_bin.30	Streptococcus_cristatus	SGB8036	0.0422758
D15_Untreated_bin.32	Streptococcus_cristatus	SGB8031	0.051144683
C35_Control_bin.61	Streptococcus_cristatus	SGB8036	0.0526339
C164_S_Control_bin.72	Streptococcus_cristatus	SGB8036	0.03287695
D53_Untreated_bin.55	Streptococcus_gordonii	SGB8053	0.0393065
C15H_Control_bin.20	Streptococcus_gordonii	SGB8053	0.039576397
ID_1899211_B_bin.57	Streptococcus_gordonii	SGB8053	0.047754697
D202_M_Treated_bin.14	Streptococcus_gordonii	SGB8053	0.038912173
ID_1905350_bin.4	Streptococcus_infantis	SGB8095	0.051339694
ID_1290762_bin.10	Streptococcus_infantis	SGB8095	0.06645505
D126_Untreated_bin.8	Streptococcus_intermedius	SGB8025	0.024193451
D177_Untreated_bin.10	Streptococcus_mitis	SGB8116	0.054961967
ID_1907311_bin.23	Streptococcus_mitis	SGB8165	0.050328861
C24_Control_bin.63	Streptococcus_mutans	SGB8000	0.010007743
ID_1770309_bin.49	Streptococcus_mutans	SGB8000	0.017333864
ID_1706829_B_bin.29	Streptococcus_oralis	SGB8133	0.047393679
C62_Control_bin.38	Streptococcus_oralis	SGB8125	0.053151333
C7_Control_bin.18	Streptococcus_oralis	SGB8102	0.04965096
ID_1908773_bin.17	Streptococcus_parasanguinis	SGB8069	0.039258983
ID_1751896_bin.13	Streptococcus_parasanguinis	SGB8069	0.037734228
ID_1429638_bin.36	Streptococcus_salivarius	SGB8006	0.036655862
ID_1786437_B_bin.19	Streptococcus_salivarius	SGB8006	0.031573438
ID_1901300_bin.21	Streptococcus_salivarius	SGB8010	0.038635978
ID_1834836_bin.7	Streptococcus_salivarius	SGB8006	0.029935823
ID_1884527_bin.4	Streptococcus_salivarius	SGB8010	0.038610224
ID_1924430_bin.35	Streptococcus_salivarius	SGB8010	0.040392291
C3_Control_bin.45	Streptococcus_salivarius	SGB8006	0.028961016
D60_Untreated_bin.43	Streptococcus_sanguinis	SGB8047	0.048528951
ID_1694835_bin.52	Streptococcus_sanguinis	SGB8047	0.041947092
ID_1904234_bin.71	Streptococcus_sinensis	SGB8030	0.03574095
C99_Control_bin.52	Streptococcus_sinensis	SGB8030	0.0350264
D104_Untreated_bin.50	Streptococcus_sobrinus	SGB7995	0.010214742
ID_1944672_bin.72	Streptococcus_sobrinus	SGB7996	0.021995417
ID_1925573_bin.16	Streptococcus_sp_263_SSPC	SGB29844	0.0499355
ID_1813364_bin.42	Veillonella_atypica	SGB6936	0.036582753
D69_Untreated_bin.40	Veillonella_atypica	SGB6936	0.054339017
ID_1925573_bin.24	Veillonella_atypica	SGB6936	0.034231387
ID_1834836_bin.16	Veillonella_atypica	SGB6936	0.032128782
ID_1870580_bin.51	Veillonella_atypica	SGB6936	0.034895333
ID_1786951_bin.40	Veillonella_atypica	SGB6936	0.039887703
ID_1810105_B_bin.27	Veillonella_atypica	SGB6936	0.033128929
C24_Control_bin.30	Veillonella_atypica	SGB6936	0.052461689
ID_1828385_bin.34	Veillonella_dispar	SGB6952	0.047452238
ID_1935528_bin.88	Veillonella_dispar	SGB6952	0.047014075
ID_1925573_bin.42	Veillonella_dispar	SGB6952	0.046618403
ID_1866127_bin.15	Veillonella_dispar	SGB6952	0.044954972
ID_1918153_A_bin.25	Veillonella_dispar	SGB6952	0.033769111
ID_1899211_B_bin.35	Veillonella_parvula	SGB6939	0.032184053
D41_Untreated_bin.31	Veillonella_parvula	SGB6939	0.032834361
ID_1753969_bin.52	Veillonella_parvula	SGB6939	0.039646259
D197_N_Treated_bin.26	Veillonella_parvula	SGB6939	0.033264988
C31_Control_bin.28	Veillonella_parvula	SGB6939	0.035432127
D158_M_Treated_bin.37	Veillonella_parvula	SGB6939	0.033369072
D93_M_Treated_bin.35	Veillonella_parvula	SGB6939	0.031646835
ID_1884527_bin.49	Veillonella_parvula	SGB6939	0.033232705
C47_Control_bin.3	Veillonella_parvula	SGB6939	0.031461053
ID_1903857_bin.7	Veillonella_parvula	SGB6939	0.033469188
D124_Untreated_bin.52	Veillonella_parvula	SGB6939	0.032340129
C26_Control_bin.31	Veillonella_parvula	SGB6939	0.032604319
D86_Untreated_bin.46	Veillonella_parvula	SGB6939	0.047240616
C27_Control_bin.56	Veillonella_parvula	SGB6939	0.033612501
ID_1899211_A_bin.28	Veillonella_sp_3627	SGB6934	0.034768643
